"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1971-07","British Columbia","2016A000259","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730455","13.1.3.1","354","","","","0"
"1971-07","British Columbia","2016A000259","Housing starts","Row","Unadjusted","Units","300","units","0","v730466","13.1.5.1","548","","","","0"
"1971-07","British Columbia","2016A000259","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730477","13.1.6.1","3904","","","","0"
"1971-07","British Columbia","2016A000259","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731383","13.2.1.1","22346","","","","0"
"1971-07","British Columbia","2016A000259","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731394","13.2.2.1","10369","","","","0"
"1971-07","British Columbia","2016A000259","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731438","13.2.4.1","11977","","","","0"
"1971-07","British Columbia","2016A000259","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731405","13.2.3.1","737","","","","0"
"1971-07","British Columbia","2016A000259","Housing under construction","Row","Unadjusted","Units","300","units","0","v731416","13.2.5.1","1323","","","","0"
"1971-07","British Columbia","2016A000259","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731427","13.2.6.1","9917","","","","0"
"1971-07","British Columbia","2016A000259","Housing completions","Total units","Unadjusted","Units","300","units","0","v732320","13.3.1.1","8462","","","","0"
"1971-07","British Columbia","2016A000259","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732331","13.3.2.1","3840","","","","0"
"1971-07","British Columbia","2016A000259","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732375","13.3.4.1","4622","","","","0"
"1971-07","British Columbia","2016A000259","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732342","13.3.3.1","278","","","","0"
"1971-07","British Columbia","2016A000259","Housing completions","Row","Unadjusted","Units","300","units","0","v732353","13.3.5.1","1012","","","","0"
"1971-07","British Columbia","2016A000259","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732364","13.3.6.1","3332","","","","0"
"1971-10","Canada","2016A000011124","Housing starts","Total units","Unadjusted","Units","300","units","0","v730416","1.1.1.1","69122","","","","0"
"1971-10","Canada","2016A000011124","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730427","1.1.1.2","252.8","","","t","1"
"1971-10","Canada","2016A000011124","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730442","1.1.2.1","29959","","","","0"
"1971-10","Canada","2016A000011124","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730486","1.1.4.1","39163","","","","0"
"1971-10","Canada","2016A000011124","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730453","1.1.3.1","4284","","","","0"
"1971-10","Canada","2016A000011124","Housing starts","Row","Unadjusted","Units","300","units","0","v730464","1.1.5.1","4728","","","","0"
"1971-10","Canada","2016A000011124","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730475","1.1.6.1","30151","","","","0"
"1971-10","Canada","2016A000011124","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731381","1.2.1.1","177257","","","","0"
"1971-10","Canada","2016A000011124","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731392","1.2.2.1","51731","","","","0"
"1971-10","Canada","2016A000011124","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731436","1.2.4.1","125526","","","","0"
"1971-10","Canada","2016A000011124","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731403","1.2.3.1","8256","","","","0"
"1971-10","Canada","2016A000011124","Housing under construction","Row","Unadjusted","Units","300","units","0","v731414","1.2.5.1","12796","","","","0"
"1971-10","Canada","2016A000011124","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731425","1.2.6.1","104474","","","","0"
"1971-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","63037","","","","0"
"1971-10","Canada","2016A000011124","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732329","1.3.2.1","27157","","","","0"
"1971-10","Canada","2016A000011124","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732373","1.3.4.1","35880","","","","0"
"1971-10","Canada","2016A000011124","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732340","1.3.3.1","3685","","","","0"
"1971-10","Canada","2016A000011124","Housing completions","Row","Unadjusted","Units","300","units","0","v732351","1.3.5.1","4492","","","","0"
"1971-10","Canada","2016A000011124","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732362","1.3.6.1","27703","","","","0"
"1971-10","Atlantic provinces","2016A00011","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730428","2.1.1.2","17.7","","","t","1"
"1971-10","Newfoundland and Labrador","2016A000210","Housing starts","Total units","Unadjusted","Units","300","units","0","v730417","3.1.1.1","809","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730429","3.1.1.2","3.1","","","t","1"
"1971-10","Newfoundland and Labrador","2016A000210","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730443","3.1.2.1","607","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730487","3.1.4.1","202","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730454","3.1.3.1","112","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing starts","Row","Unadjusted","Units","300","units","0","v730465","3.1.5.1","10","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730476","3.1.6.1","80","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731382","3.2.1.1","2705","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731393","3.2.2.1","2173","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731437","3.2.4.1","532","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731404","3.2.3.1","258","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing under construction","Row","Unadjusted","Units","300","units","0","v731415","3.2.5.1","119","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731426","3.2.6.1","155","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing completions","Total units","Unadjusted","Units","300","units","0","v732319","3.3.1.1","1323","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732330","3.3.2.1","761","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732374","3.3.4.1","562","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732341","3.3.3.1","112","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing completions","Row","Unadjusted","Units","300","units","0","v732352","3.3.5.1","161","","","","0"
"1971-10","Newfoundland and Labrador","2016A000210","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732363","3.3.6.1","289","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing starts","Total units","Unadjusted","Units","300","units","0","v730419","4.1.1.1","400","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730430","4.1.1.2","1.1","","","t","1"
"1971-10","Prince Edward Island","2016A000211","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730445","4.1.2.1","355","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730489","4.1.4.1","45","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730456","4.1.3.1","19","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing starts","Row","Unadjusted","Units","300","units","0","v730467","4.1.5.1","14","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing starts","Apartment and other unit type","Unadjusted","Units","300","units","0","v730478","4.1.6.1","12","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing under construction","Total units","Unadjusted","Units","300","units","0","v731384","4.2.1.1","838","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing under construction","Single-detached","Unadjusted","Units","300","units","0","v731395","4.2.2.1","789","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing under construction","Multiples","Unadjusted","Units","300","units","0","v731439","4.2.4.1","49","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing under construction","Semi-detached","Unadjusted","Units","300","units","0","v731406","4.2.3.1","23","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing under construction","Row","Unadjusted","Units","300","units","0","v731417","4.2.5.1","14","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing under construction","Apartment and other unit type","Unadjusted","Units","300","units","0","v731428","4.2.6.1","12","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing completions","Total units","Unadjusted","Units","300","units","0","v732321","4.3.1.1","369","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing completions","Single-detached","Unadjusted","Units","300","units","0","v732332","4.3.2.1","347","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing completions","Multiples","Unadjusted","Units","300","units","0","v732376","4.3.4.1","22","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing completions","Semi-detached","Unadjusted","Units","300","units","0","v732343","4.3.3.1","15","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing completions","Row","Unadjusted","Units","300","units","0","v732354","4.3.5.1","0","","","","0"
"1971-10","Prince Edward Island","2016A000211","Housing completions","Apartment and other unit type","Unadjusted","Units","300","units","0","v732365","4.3.6.1","7","","","","0"
"1971-10","Nova Scotia","2016A000212","Housing starts","Total units","Unadjusted","Units","300","units","0","v730420","5.1.1.1","1863","","","","0"
"1971-10","Nova Scotia","2016A000212","Housing starts","Total units","Seasonally adjusted at annual rates","Units","300","thousands","3","v730431","5.1.1.2","8.0","","","t","1"
"1971-10","Nova Scotia","2016A000212","Housing starts","Single-detached","Unadjusted","Units","300","units","0","v730446","5.1.2.1","924","","","","0"
"1971-10","Nova Scotia","2016A000212","Housing starts","Multiples","Unadjusted","Units","300","units","0","v730490","5.1.4.1","939","","","","0"
"1971-10","Nova Scotia","2016A000212","Housing starts","Semi-detached","Unadjusted","Units","300","units","0","v730457","5.1.3.1","87","","","","0"
"1971-10","Nova Scotia","2016A000212","Housing starts","Row","Unadjusted","Units","300","units","0","v730468","5.1.5.1","144","","","","0"
